,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set boss items as tier 6,,,Range,Factor,,Cost,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleed,Poison,Frost,Stagger,Push,Move,Buff,Shaft,Repeat Action,,,,,,,,,,,,,,Average level ups required to equip items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-handed weapon factor,,,1,1.3,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,3,6,11,18,124,33,14,,,,,,,,,,,,,,4.0,3.9,3.8,3.9,3.7,3.8,3.9,3.8,3.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,2,1.5,,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Stagger per item tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,1.6,,3,-5,,,,,,,,,,,,,,,,,,,,,,Base,,,,Tier 1,,,,Tier 2,,,,Tier 3,,,,,,,,,,,,,,,,,,,,,,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,,,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,Levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier,Action 1,Action 2,Action 3,SUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Knife,78,0,78,78,0,78,FALSE,Characters,,,Tomb of Giants,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,Thief,2,TRUE,Thief,2,Weapon,,0,0,0,0,0,0,23,0,2,0,2,7,0,,2,,2,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,2.0,1,-5,3.5,3.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,3◼️,BLK,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club,78,0,78,78,0,78,FALSE,Characters,,,Painted World,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,Deprived,1,TRUE,Deprived,1,Weapon,,0,0,0,0,0,0,23,0,2,0,2,7,0,,2,,2,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,2.0,1,-5,3.5,3.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,3◼️,BLK,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand Axe,78,0,78,78,0,78,FALSE,Characters,,,Tomb of Giants,,,Sunless City,,,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE,TRUE,Pyromancer,6,TRUE,Pyromancer,6,Weapon,,0,0,0,0,0,0,23,0,2,0,2,7,0,,2,,2,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,2.0,1,-5,3.5,3.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,3◼️,BLK,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mail Breaker,78,0,78,78,0,78,FALSE,Characters,,,Painted World,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,Sorcerer,5,TRUE,Sorcerer,5,Weapon,,0,0,0,0,0,0,18,0,1,0,2,5,0,,1,,2,5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,2.5,1,-3,5.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,2◼️,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Magic Weapon,78,1,52,43,33,52,FALSE,Core,,,Painted World,,,Sunless City,,,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,0,,,0,Spell,,24,12,0,0,12,12,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,5,5,5,5,0,2,2,2,5,5,,2,2,2,2,0,1,1,1,2,2,0,2,1.5,,4,4,4,4,0,2,2,2,4,4,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.6,1,0,0.0,0.0,0.0,0.0,0,1.2,1,0,0,0,0,0,0,3,0,1,4.2,1,-3,0.0,0.0,0.0,0.0,0,1.2,1,0,0,0,0,0,0,6,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,⚡,,,,,,,,1,,,,,2◼️,,,,,,⚡,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,ACTION 1: You attacks are magical this activation       ACTION 2: You attacks gain +1 damage and are magical this activation,
Dragon Scale,70,1,70,70,35,70,TRUE,Tomb of Giants,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,0,FALSE,,0,Upgrade,,20,10,10,0,0,10,10,0,0,0,2,0,0,,,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,2,2,2,0,5,0,0,5,0,,1,1,1,1,0,2,0,0,2,0,0,2,0.8,,2,2,2,2,0,4,0,0,4,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,1,0,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain +2 damage against bosses. This upgrade occupies 2 slots.,
Loincloth,70,0,70,70,0,70,FALSE,Characters,,,Painted World,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,Deprived,1,TRUE,Deprived,1,Armor,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,7.0,0.0,3.5,0.0,0,0,0,0.0,0.0,0.0,3.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demon Titanite,65,1,65,59,33,65,TRUE,Painted World,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,,,0,FALSE,,0,Upgrade,,20,10,0,0,10,10,5,0,0,0,1,0,0,,,,1,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,5,5,2,2,0,2,2,2,2,0,,2,2,1,1,0,1,1,1,1,0,0,2,1.0,,4,4,2,2,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,1,0,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This weapon's attacks gain +1 damage. If this weapon is a boss tresure, reduce the cost of its highest-stamina attack by 1 stamina.",
Dung Pie,65,1,65,65,0,65,FALSE,Characters,,,Painted World,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,,Deprived,1,,Deprived,1,Weapon,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.5,1.3,0,0.0,0.0,0.0,0.0,0,1,1,0,5,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1📏,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kukris,65,1,65,62,43,59,FALSE,Core,,,Painted World,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,15,15,0,15,0,0,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,2,2,0,5,2,2,2,2,2,,1,1,1,0,2,1,1,1,1,1,0,2,1.0,,2,2,2,0,6,2,2,2,2,2,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.5,1.3,0,0.0,0.0,0.0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1📏,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Gem,60,1,55,50,40,46,FALSE,Core,,,Tomb of Giants,,,Sunless City,,,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,,,0,FALSE,,0,Upgrade,,15,15,0,0,0,15,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2,2,5,5,2,2,2,0,2,2,,1,1,2,2,1,1,1,0,1,1,0,2,1.1,,2,2,6,6,2,2,2,0,2,2,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,6,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reduce the cost of this weapon's highest-stamina attack by 1 stamina,
Target Shield,60,0,60,60,0,60,TRUE,Core,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,Assassin,8,TRUE,Assassin,8,Shield,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,6.0,0.0,0.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,1🤺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooden Shield,60,0,60,60,0,60,FALSE,Characters,,,Painted World,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,Mercenary,7,TRUE,Mercenary,7,Shield,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,6.0,0.0,0.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,1🤺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Gem,50,1,50,50,0,50,FALSE,Explorers,,,Sunless City,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,0,FALSE,,0,Upgrade,,0,0,0,0,0,0,20,1,0,0,4,0,0,1,,,4,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,1,-3,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,2◼️,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain +2 damage but cost +2 stamina,
Blood Gem,50,1,50,48,33,45,FALSE,Core,,,Painted World,,,Sunless City,,,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,0,FALSE,,0,Upgrade,,15,15,15,0,0,0,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,0,2,2,2,5,2,2,2,2,,1,0,1,1,1,2,1,1,1,1,0,2,1.0,,2,0,2,2,2,6,2,2,2,2,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0,0.0,0.0,0.0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain Bleed,
Poison Gem,50,1,50,48,33,45,FALSE,Core,,,Tomb of Giants,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,,0,FALSE,,0,Upgrade,,15,15,0,15,0,0,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,2,2,0,5,2,2,2,2,2,,1,1,1,0,2,1,1,1,1,1,0,2,1.0,,2,2,2,0,6,2,2,2,2,2,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,5,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain Poison,
Heal Aid,48,1,48,48,37,48,FALSE,Core,,,Painted World,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,,,0,,,0,Spell,,13,13,0,0,0,13,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2,2,2,2,0,2,0,0,2,2,,1,1,1,1,0,1,0,0,1,1,0,1,0.7,,2,2,2,2,0,2,0,0,2,2,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4.8,1.6,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,3📏,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTION 1: 1 character within range gains 1 ⬛stamina and 1 🟥health,
Blessed Gem,45,3,18,13,18,9,FALSE,Core,,,Tomb of Giants,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,,0,FALSE,,0,Upgrade,,25,25,0,0,0,25,10,0,0,0,2,0,0,,,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,5,9,9,5,9,5,5,9,5,,3,2,3,3,2,3,2,2,3,2,2,3,2.5,,14,6,14,14,6,14,6,6,14,6,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain 1 BLK,
Crystal Gem,45,3,19,14,18,10,FALSE,Core,,,Painted World,,,Sunless City,,,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,0,FALSE,,0,Upgrade,,25,25,0,0,25,0,10,0,0,0,2,0,0,,,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,9,5,5,5,5,9,9,5,5,,3,3,2,2,2,2,3,3,2,2,2,3,2.4,,14,14,6,6,6,6,14,14,6,6,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain 1 BLK,
Heavy Gem,45,3,20,16,18,12,FALSE,Core,,,Painted World,,,Sunless City,,,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,0,FALSE,,0,Upgrade,,25,25,25,0,0,0,10,0,0,0,2,0,0,,,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,5,5,5,5,5,9,5,5,9,5,,2,2,2,2,2,3,2,2,3,2,2,3,2.2,,6,6,6,6,6,14,6,6,14,6,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain 1 BLK,
Sharp Gem,45,3,20,16,18,12,FALSE,Core,,,Tomb of Giants,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,,0,FALSE,,0,Upgrade,,25,25,0,25,0,0,10,0,0,0,2,0,0,,,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,5,5,5,5,9,5,5,9,5,5,,2,2,2,2,3,2,2,3,2,2,2,3,2.2,,6,6,6,6,14,6,6,14,6,6,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.5,1,0,3.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon's attacks gain 1 BLK,
Blue Titanite,36,2,21,18,18,15,TRUE,Tomb of Giants,Mini Boss,Black Knight,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,0,FALSE,,0,Upgrade,,20,20,0,0,20,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,5,5,5,5,2,2,5,5,5,2,,2,2,2,2,1,1,2,2,2,1,1,2,1.7,,6,6,6,6,2,2,6,6,6,2,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.6,1,0,0.0,0.0,0.0,0.0,0,1.2,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,⚡,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This weapon gains 1 upgrade slot. This weapon's attacks gain Magic,
